Date,Best Model,MAE,MSE,RMSE,R2 Score
2026-09-06 18:02:37,Random Forest,31636.19363129845,2398820115.3845725,48977.751228334,0.8169411111174801
2026-09-06 18:03:22,Random Forest,31636.19363129845,2398820115.3845725,48977.751228334,0.8169411111174801
2026-09-06 18:06:55,Random Forest,31636.19363129845,2398820115.3845725,48977.751228334,0.8169411111174801
